FIRST_NAME,LAST_NAME,SPORT,FULL_RESIDENCE,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
Carissa,Moore,Surfing,"Honolulu, Hawaii",21.316548,-157.845053,1,place,,,,,Honolulu,HI,Honolulu County,96813,US,TIGER/Line® dataset from the US Census Bureau
Caroline,Marks,Surfing,"San Clemente, California ",33.42362,-117.606843,1,place,,,,,San Clemente,CA,Orange County,92672,US,TIGER/Line® dataset from the US Census Bureau
Aaron,Shackell,Swimming,"Carmel, Indiana",39.962604,-86.174761,1,place,,,,,Carmel,IN,Hamilton County,46032,US,TIGER/Line® dataset from the US Census Bureau
Blake,Pieroni,Swimming,"Bloomington, Indiana",39.07881,-86.435094,1,place,,,,,Bloomington,IN,Monroe County,47401,US,TIGER/Line® dataset from the US Census Bureau
Bobby,Finke,Swimming,"Clearwater, Florida",27.978147,-82.781523,1,place,,,,,Clearwater,FL,Pinellas County,33755,US,TIGER/Line® dataset from the US Census Bureau
Brooks,Curry,Swimming,"Berkeley , California ",37.864425,-122.28713,1,place,,,,,Berkeley,CA,Alameda County,94702,US,TIGER/Line® dataset from the US Census Bureau
Caeleb,Dressel,Swimming,"Micanopy, Florida",29.50469,-82.27982,1,place,,,,,Micanopy,FL,Alachua County,32667,US,TIGER/Line® dataset from the US Census Bureau
Carson,Foster,Swimming,"Austin, Texas",30.268335,-97.741382,1,place,,,,,Austin,TX,Travis County,78701,US,TIGER/Line® dataset from the US Census Bureau
Charlie ,Swanson,Swimming,"Ann Arbor, Michigan ",42.266638,-83.849042,1,place,,,,,Ann Arbor,MI,Washtenaw County,48103,US,TIGER/Line® dataset from the US Census Bureau
Chase,Kalisz,Swimming,"Los Angeles , California ",33.973951,-118.248405,1,place,,,,,Los Angeles,CA,Los Angeles County,90001,US,TIGER/Line® dataset from the US Census Bureau
Chris,Guiliano,Swimming,"Chicago , Illinois ",41.88531,-87.62213,1,place,,,,,Chicago,IL,Cook County,60601,US,TIGER/Line® dataset from the US Census Bureau
Drew,Kibler,Swimming,"Scottsdale , Arizona ",33.534451,-111.887354,1,place,,,,,Scottsdale,AZ,Maricopa County,85250,US,TIGER/Line® dataset from the US Census Bureau
Hunter,Armstrong,Swimming,"Dover, Ohio",40.52062,-81.47401,1,place,,,,,Dover,OH,Tuscarawas County,44622,US,TIGER/Line® dataset from the US Census Bureau
Jack,Alexy,Swimming,"Berkeley, California ",37.864425,-122.28713,1,place,,,,,Berkeley,CA,Alameda County,94702,US,TIGER/Line® dataset from the US Census Bureau
Josh,Matheny,Swimming,"Bloomington , Indiana",39.07881,-86.435094,1,place,,,,,Bloomington,IN,Monroe County,47401,US,TIGER/Line® dataset from the US Census Bureau
Keaton,Jones,Swimming,"Berkeley, California ",37.864425,-122.28713,1,place,,,,,Berkeley,CA,Alameda County,94702,US,TIGER/Line® dataset from the US Census Bureau
Kieran,Smith,Swimming,"Gainesville, Florida",29.648993,-82.324515,1,place,,,,,Gainesville,FL,Alachua County,32601,US,TIGER/Line® dataset from the US Census Bureau
Luca ,Urlando,Swimming,"Sacramento , California ",38.377411,-121.444429,1,place,,,,,Sacramento,CA,Sacramento County,94240,US,TIGER/Line® dataset from the US Census Bureau
Luke,Hobson,Swimming,"Austin, Texas",30.268335,-97.741382,1,place,,,,,Austin,TX,Travis County,78701,US,TIGER/Line® dataset from the US Census Bureau
Luke ,Whitlock,Swimming,"Fishers, Indiana",39.95559,-86.01387,1,place,,,,,Fishers,IN,Hamilton County,46038,US,TIGER/Line® dataset from the US Census Bureau
Matt,Fallon,Swimming,"Philadelphia , Pennsylvania",40.001811,-75.11787,1,place,,,,,Philadelphia,PA,Philadelphia County,19101,US,TIGER/Line® dataset from the US Census Bureau
Nic,Fink,Swimming,"Athens, Georgia",33.992902,-83.353697,1,place,,,,,Athens,GA,Clarke County,30601,US,TIGER/Line® dataset from the US Census Bureau
Ryan,Murphy,Swimming,"Berkeley, California ",37.864425,-122.28713,1,place,,,,,Berkeley,CA,Alameda County,94702,US,TIGER/Line® dataset from the US Census Bureau
Thomas,Heilman,Swimming,"Charlottesville , Virginia",38.026588,-78.48045,1,place,,,,,Charlottesville,VA,Charlottesville City,22902,US,TIGER/Line® dataset from the US Census Bureau
Alex,Shackell,Swimming,"Carmel, Indiana",39.962604,-86.174761,1,place,,,,,Carmel,IN,Hamilton County,46032,US,TIGER/Line® dataset from the US Census Bureau
Alex ,Walsh,Swimming,"Charlottesville, Virginia",38.026588,-78.48045,1,place,,,,,Charlottesville,VA,Charlottesville City,22902,US,TIGER/Line® dataset from the US Census Bureau
Claire,Weinstein,Swimming,"Las Vegas, Nevada",36.17372,-115.10647,1,place,,,,,Las Vegas,NV,Clark County,89101,US,TIGER/Line® dataset from the US Census Bureau
Emma,Weber ,Swimming,"Charlottesville , Virginia",38.026588,-78.48045,1,place,,,,,Charlottesville,VA,Charlottesville City,22902,US,TIGER/Line® dataset from the US Census Bureau
Emma,Weyant,Swimming,"Gainesville, Florida",29.648993,-82.324515,1,place,,,,,Gainesville,FL,Alachua County,32601,US,TIGER/Line® dataset from the US Census Bureau
Erika,Connolly (formerly Brown),Swimming,"Knoxville, Tennessee",36.032334,-83.884804,1,place,,,,,Knoxville,TN,Knox County,37901,US,TIGER/Line® dataset from the US Census Bureau
Erin,Gemmell,Swimming,"Austin, Texas",30.268335,-97.741382,1,place,,,,,Austin,TX,Travis County,78701,US,TIGER/Line® dataset from the US Census Bureau
Gretchen,Walsh,Swimming,"Charlottesville , Virginia",38.026588,-78.48045,1,place,,,,,Charlottesville,VA,Charlottesville City,22902,US,TIGER/Line® dataset from the US Census Bureau
Kate,Douglass,Swimming,"Pelham, New York",40.904538,-73.806277,1,place,,,,,Pelham,NY,Westchester County,10803,US,TIGER/Line® dataset from the US Census Bureau
Katharine,Berkoff,Swimming,"Missoula, Montana",46.856398,-114.014338,1,place,,,,,Missoula,MT,Missoula County,59801,US,TIGER/Line® dataset from the US Census Bureau
Katie,Grimes,Swimming,"Las Vegas, Nevada",36.17372,-115.10647,1,place,,,,,Las Vegas,NV,Clark County,89101,US,TIGER/Line® dataset from the US Census Bureau
Katie,Ledecky,Swimming,"Gainesville, Florida ",29.648993,-82.324515,1,place,,,,,Gainesville,FL,Alachua County,32601,US,TIGER/Line® dataset from the US Census Bureau
Lilly,King,Swimming,"Bloomington, Indiana",39.07881,-86.435094,1,place,,,,,Bloomington,IN,Monroe County,47401,US,TIGER/Line® dataset from the US Census Bureau
Mariah,Denigan,Swimming,"Bloomington , Indiana ",39.07881,-86.435094,1,place,,,,,Bloomington,IN,Monroe County,47401,US,TIGER/Line® dataset from the US Census Bureau
Paige,Madden,Swimming,"Mobile, Alabama",30.701142,-88.103184,1,place,,,,,Mobile,AL,Mobile County,36601,US,TIGER/Line® dataset from the US Census Bureau
Phoebe,Bacon,Swimming,"Chevy Chase, Maryland",38.983759,-77.079449,1,place,,,,,Chevy Chase,MD,Montgomery County,20815,US,TIGER/Line® dataset from the US Census Bureau
Regan,Smith,Swimming,"Lakeville, Minnesota",44.633421,-93.25812,1,place,,,,,Lakeville,MN,Dakota County,55044,US,TIGER/Line® dataset from the US Census Bureau
Simone,Manuel,Swimming,"Mountain View, California",37.189396,-121.705327,1,place,,,,,Mountain View,CA,Santa Clara County,94039,US,TIGER/Line® dataset from the US Census Bureau
"Victoria ""Torri""",Huske,Swimming,"Arlington , Virginia",38.885484,-77.099113,1,place,,,,,Arlington,VA,Arlington County,22201,US,TIGER/Line® dataset from the US Census Bureau
Lily,Zhang,Table Tennis,"Redwood City, California",37.462158,-122.235639,1,place,,,,,Redwood City,CA,San Mateo County,94061,US,TIGER/Line® dataset from the US Census Bureau
Kanak ,Jha,Table Tennis,"Milipitas, California",37.436454,-121.861989,1,place,,,,,Milpitas,CA,Santa Clara County,95035,US,TIGER/Line® dataset from the US Census Bureau
CJ,Nickolas,Taekwondo,"Charlotte, North Carolina",35.26002,-80.804151,1,place,,,,,Charlotte,NC,Mecklenburg County,28201,US,TIGER/Line® dataset from the US Census Bureau
Faith ,Dillon ,Taekwondo,"Las Vegas, Nevada",36.17372,-115.10647,1,place,,,,,Las Vegas,NV,Clark County,89101,US,TIGER/Line® dataset from the US Census Bureau
Kristina ,Teachout ,Taekwondo,"Colorado Springs , Colorado ",38.828893,-104.809929,1,place,,,,,Colorado Springs,CO,El Paso County,80903,US,TIGER/Line® dataset from the US Census Bureau
Austin ,Krajicek,Tennis ,"Tampa , Florida ",27.996097,-82.582035,1,place,,,,,Tampa,FL,Hillsborough County,33601,US,TIGER/Line® dataset from the US Census Bureau
Chris ,Eubanks ,Tennis,"Atlanta , Georgia ",33.844371,-84.47405,1,place,,,,,Atlanta,GA,Cobb County,30301,US,TIGER/Line® dataset from the US Census Bureau
Marcos ,Giron ,Tennis,"Los Angeles , California ",33.973951,-118.248405,1,place,,,,,Los Angeles,CA,Los Angeles County,90001,US,TIGER/Line® dataset from the US Census Bureau
Rajeev ,Ram ,Tennis,"Indianapolis , Indiana ",39.775092,-86.13216,1,place,,,,,Indianapolis,IN,Marion County,46201,US,TIGER/Line® dataset from the US Census Bureau
Taylor ,Fritz,Tennis,"Rancho Santa Fe , California ",33.005026,-117.21569,1,place,,,,,Rancho Santa Fe,CA,San Diego County,92067,US,TIGER/Line® dataset from the US Census Bureau
Coco,Gauff,Tennis,"Delray Beach, Florida",26.457598,-80.081614,1,place,,,,,Delray Beach,FL,Palm Beach County,33444,US,TIGER/Line® dataset from the US Census Bureau
Danielle ,Collins ,Tennis ,"Bradenton , Florida ",27.404731,-82.470456,1,place,,,,,Bradenton,FL,Manatee County,34201,US,TIGER/Line® dataset from the US Census Bureau
Chris ,Bailey,Track and Field,"Atlanta, Georgia",33.844371,-84.47405,1,place,,,,,Atlanta,GA,Cobb County,30301,US,TIGER/Line® dataset from the US Census Bureau
Chris,Nilsen,Track and Field,"Vermillion, South Dakota",42.854124,-96.973318,1,place,,,,,Vermillion,SD,Clay County,57069,US,TIGER/Line® dataset from the US Census Bureau
Clayton,Young,Track and Field,"Springville, Utah",40.180718,-111.562586,1,place,,,,,Springville,UT,Utah County,84663,US,TIGER/Line® dataset from the US Census Bureau
Cole,Hocker,Track and Field,"Eugene, Oregon",44.067988,-123.080181,1,place,,,,,Eugene,OR,Lane County,97401,US,TIGER/Line® dataset from the US Census Bureau
Conner,Mantz,Track and Field,"Provo, Utah",40.235053,-111.695558,1,place,,,,,Provo,UT,Utah County,84601,US,TIGER/Line® dataset from the US Census Bureau
Fred,Kerley,Track and Field,"Miami , Florida",25.558428,-80.458168,1,place,,,,,Miami,FL,Miami-Dade County,33234,US,TIGER/Line® dataset from the US Census Bureau
Grant,Fisher,Track and Field,"Park City, Utah",40.652531,-111.501916,1,place,,,,,Park City,UT,Summit County,84060,US,TIGER/Line® dataset from the US Census Bureau
Hobbs,Kessler,Track and Field,"Flagstaff, Arizona",35.287661,-111.639303,1,place,,,,,Flagstaff,AZ,Coconino County,86001,US,TIGER/Line® dataset from the US Census Bureau
Harrison ,Williams ,Track and Field,"San Francisco , California",37.776646,-122.417481,1,place,,,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Heath ,Baldwin ,Track and Field,"East Lansing , Michigan ",42.763888,-84.458771,1,place,,,,,East Lansing,MI,Ingham County,48823,US,TIGER/Line® dataset from the US Census Bureau
Jacob ,Wooten ,Track and Field,"College Station , Texas ",30.609093,-96.325984,1,place,,,,,College Station,TX,Brazos County,77840,US,TIGER/Line® dataset from the US Census Bureau
Joe,Kovacs,Track and Field,"Brentwood, Tennessee",35.874553,-86.907565,1,place,,,,,Brentwood,TN,Williamson County,37024,US,TIGER/Line® dataset from the US Census Bureau
Kenny,Bednarek,Track and Field,"Orlando, Florida",28.545179,-81.373291,1,place,,,,,Orlando,FL,Orange County,32801,US,TIGER/Line® dataset from the US Census Bureau
Leonard ,Korir,Track and Field,"Colorado Springs, Colorado ",38.828893,-104.809929,1,place,,,,,Colorado Springs,CO,El Paso County,80903,US,TIGER/Line® dataset from the US Census Bureau
Nico ,Young ,Track and Field,"Flagstaff, Arizona",35.287661,-111.639303,1,place,,,,,Flagstaff,AZ,Coconino County,86001,US,TIGER/Line® dataset from the US Census Bureau
Noah,Lyles,Track and Field,"Clermont, Florida",28.584025,-81.779423,1,place,,,,,Clermont,FL,Lake County,34711,US,TIGER/Line® dataset from the US Census Bureau
Payton,Otterdahl,Track and Field,"Rosemount , Minnesota ",44.73941,-93.12577,1,place,,,,,Rosemount,MN,Dakota County,55068,US,TIGER/Line® dataset from the US Census Bureau
Ryan,Crouser,Track and Field,"Fayetteville, Arkansas ",35.974602,-94.190997,1,place,,,,,Fayetteville,AR,Washington County,72701,US,TIGER/Line® dataset from the US Census Bureau
Sam,Kendricks,Track and Field,"Oxford, Mississippi",34.330814,-89.483519,1,place,,,,,Oxford,MS,Lafayette County,38655,US,TIGER/Line® dataset from the US Census Bureau
Woody,Kincaid,Track and Field,"Flagstaff, Arizona",35.287661,-111.639303,1,place,,,,,Flagstaff,AZ,Coconino County,86001,US,TIGER/Line® dataset from the US Census Bureau
Yared,Nuguse,Track and Field,"Louisville, Kentucky",38.25247,-85.753812,1,place,,,,,Louisville,KY,Jefferson County,40202,US,TIGER/Line® dataset from the US Census Bureau
Zach,Ziemek,Track and Field,"Madison, Wisconsin",43.060926,-88.230636,1,place,,,,,Madison,WI,Waukesha County,53702,US,TIGER/Line® dataset from the US Census Bureau
Aaliyah,Butler ,Track and Field,"Atlanta , Georgia",33.844371,-84.47405,1,place,,,,,Atlanta,GA,Cobb County,30301,US,TIGER/Line® dataset from the US Census Bureau
Alexis ,Holmes ,Track and Field,"Orlando , Florida ",28.545179,-81.373291,1,place,,,,,Orlando,FL,Orange County,32801,US,TIGER/Line® dataset from the US Census Bureau
Annette,Echikunwoke,Track and Field,"Indianaplois , Indiana ",39.775092,-86.13216,1,place,,,,,Indianapolis,IN,Marion County,46201,US,TIGER/Line® dataset from the US Census Bureau
DeAnna,Price,Track and Field,"Carbondale , Illinois",37.739004,-89.209109,1,place,,,,,Carbondale,IL,Jackson County,62901,US,TIGER/Line® dataset from the US Census Bureau
Emily,Sisson,Track and Field,"Scottsdale, Arizona",33.534451,-111.887354,1,place,,,,,Scottsdale,AZ,Maricopa County,85250,US,TIGER/Line® dataset from the US Census Bureau
Fiona,O'Keeffe,Track and Field,"Chapell Hill, North Carolina",36.004647,-79.054475,1,place,,,,,Chapel Hill,NC,Orange County,27514,US,TIGER/Line® dataset from the US Census Bureau
Melissa ,Jefferson ,Track and Field,"Conway , South Carolina ",33.868775,-78.948287,1,place,,,,,Conway,SC,Horry County,29526,US,TIGER/Line® dataset from the US Census Bureau
Sha'Carri,Richardson ,Track and Field,"Dallas , Texas ",32.781179,-96.790329,1,place,,,,,Dallas,TX,Dallas County,75201,US,TIGER/Line® dataset from the US Census Bureau
Teetee ,Terry ,Track and Field,"Miami , Florida ",25.558428,-80.458168,1,place,,,,,Miami,FL,Miami-Dade County,33234,US,TIGER/Line® dataset from the US Census Bureau
Vashti,Cunningham,Track and Field,"Las Vegas, Nevada",36.17372,-115.10647,1,place,,,,,Las Vegas,NV,Clark County,89101,US,TIGER/Line® dataset from the US Census Bureau
Morgan,Pearson,Triathlon,"Boulder, Colorado",40.049468,-105.201421,1,place,,,,,Boulder,CO,Boulder County,80301,US,TIGER/Line® dataset from the US Census Bureau
Taylor,Knibb,Triathlon,"Boulder, Colorado",40.049468,-105.201421,1,place,,,,,Boulder,CO,Boulder County,80301,US,TIGER/Line® dataset from the US Census Bureau
Matt,Anderson,Volleyball,"Italy, ",32.189616,-96.873872,1,place,,,,,Italy,TX,Ellis County,76651,US,TIGER/Line® dataset from the US Census Bureau
Taylor,Averill,Volleyball,"Poland, ",43.232502,-75.07288,1,place,,,,,Poland,NY,Oneida County,13431,US,TIGER/Line® dataset from the US Census Bureau
Micah,Christenson,Volleyball,"Redondo Beach, California",33.830006,-118.387124,1,place,,,,,Redondo Beach,CA,Los Angeles County,90277,US,TIGER/Line® dataset from the US Census Bureau
T.J.,DeFalco,Volleyball,"Olszytn, Poland, ",43.232502,-75.07288,1,place,,,,,Poland,NY,Oneida County,13431,US,TIGER/Line® dataset from the US Census Bureau
Thomas,Jaeschke,Volleyball,"Italy, ",32.189616,-96.873872,1,place,,,,,Italy,TX,Ellis County,76651,US,TIGER/Line® dataset from the US Census Bureau
Jeff,Jendryk II,Volleyball,"Poland, ",43.232502,-75.07288,1,place,,,,,Poland,NY,Oneida County,13431,US,TIGER/Line® dataset from the US Census Bureau
Erik,Shoji,Volleyball,"Novy Urengoy, Russia , ",40.23449,-84.40939,1,place,,,,,Russia,OH,Shelby County,45363,US,TIGER/Line® dataset from the US Census Bureau
Lauren ,Carlini ,Volleyball,"Madison , Wisconsin ",43.060926,-88.230636,1,place,,,,,Madison,WI,Waukesha County,53702,US,TIGER/Line® dataset from the US Census Bureau
Jordan ,Larson ,Volleyball,"Anaheim , California",33.844983,-117.952151,1,place,,,,,Anaheim,CA,Orange County,92801,US,TIGER/Line® dataset from the US Census Bureau
Chiaka ,Ogbogu ,Volleyball,"Austin , Texas ",30.268335,-97.741382,1,place,,,,,Austin,TX,Travis County,78701,US,TIGER/Line® dataset from the US Census Bureau
Kathryn ,Plummer ,Volleyball,"Imoco Volley , Italy ",32.189616,-96.873872,1,place,,,,,Italy,TX,Ellis County,76651,US,TIGER/Line® dataset from the US Census Bureau
Jordyn ,Poulter ,Volleyball,"Imoco Volley , Italy ",32.189616,-96.873872,1,place,,,,,Italy,TX,Ellis County,76651,US,TIGER/Line® dataset from the US Census Bureau
Dana ,Rettke ,Volleyball,"Vero Valley , Italy ",32.189616,-96.873872,1,place,,,,,Italy,TX,Ellis County,76651,US,TIGER/Line® dataset from the US Census Bureau
Kelsey,Robinson Cook,Volleyball,"Los Angeles , California",33.973951,-118.248405,1,place,,,,,Los Angeles,CA,Los Angeles County,90001,US,TIGER/Line® dataset from the US Census Bureau
Jordan ,Thompson,Volleyball,"Instanbul , Turkey ",34.394837,-100.892561,1,place,,,,,Turkey,TX,Hall County,79261,US,TIGER/Line® dataset from the US Census Bureau
Avery ,Skinner ,Volleyball,"Austin , Texas ",30.268335,-97.741382,1,place,,,,,Austin,TX,Travis County,78701,US,TIGER/Line® dataset from the US Census Bureau
Haleigh ,Washington,Volleyball,"Colorado Springs , Colorado ",38.828893,-104.809929,1,place,,,,,Colorado Springs,CO,El Paso County,80903,US,TIGER/Line® dataset from the US Census Bureau
Amanda,Longan,Water Polo,"Long Beach , California",33.756024,-118.201101,1,place,,,,,Long Beach,CA,Los Angeles County,90802,US,TIGER/Line® dataset from the US Census Bureau
Ashleigh,Johnson,Water Polo,"Seal Beach, California",33.74141,-118.10479,1,place,,,,,Seal Beach,CA,Orange County,90740,US,TIGER/Line® dataset from the US Census Bureau
Jenna,Flynn,Water Polo,"Los Angeles, California",33.973951,-118.248405,1,place,,,,,Los Angeles,CA,Los Angeles County,90001,US,TIGER/Line® dataset from the US Census Bureau
Jewel,Roemer,Water Polo,"Los Angeles, California",33.973951,-118.248405,1,place,,,,,Los Angeles,CA,Los Angeles County,90001,US,TIGER/Line® dataset from the US Census Bureau
Kaleigh,Gilchrist,Water Polo,"Newport Beach, California",33.640302,-117.769442,1,place,,,,,Newport Beach,CA,Orange County,92658,US,TIGER/Line® dataset from the US Census Bureau
Maggie,Steffens,Water Polo,"Long Beach, California",33.756024,-118.201101,1,place,,,,,Long Beach,CA,Los Angeles County,90802,US,TIGER/Line® dataset from the US Census Bureau
Madeline,Musselman,Water Polo,"Newport Beach, California",33.640302,-117.769442,1,place,,,,,Newport Beach,CA,Orange County,92658,US,TIGER/Line® dataset from the US Census Bureau
Rachel,Fattal,Water Polo,"Seal Beach, California",33.74141,-118.10479,1,place,,,,,Seal Beach,CA,Orange County,90740,US,TIGER/Line® dataset from the US Census Bureau
Ryann,Neushul,Water Polo,"Los Angeles, California",33.973951,-118.248405,1,place,,,,,Los Angeles,CA,Los Angeles County,90001,US,TIGER/Line® dataset from the US Census Bureau
Adrian,Weinberg,Water Polo,"Berkeley , California",37.864425,-122.28713,1,place,,,,,Berkeley,CA,Alameda County,94702,US,TIGER/Line® dataset from the US Census Bureau
Alex,Bowen,Water Polo,"San Diego, California",32.724103,-117.170912,1,place,,,,,San Diego,CA,San Diego County,92101,US,TIGER/Line® dataset from the US Census Bureau
Alex,Obert,Water Polo,"Orange, California",33.640302,-117.769442,1,place,,,,,Orange,CA,Orange County,92859,US,TIGER/Line® dataset from the US Census Bureau
Ben,Hallock,Water Polo,"Los Angeles, California",33.973951,-118.248405,1,place,,,,,Los Angeles,CA,Los Angeles County,90001,US,TIGER/Line® dataset from the US Census Bureau
Chase,Dodd,Water Polo,"Los Angeles, California",33.973951,-118.248405,1,place,,,,,Los Angeles,CA,Los Angeles County,90001,US,TIGER/Line® dataset from the US Census Bureau
Drew,Holland,Water Polo,"Orinda, California",37.87715,-122.17969,1,place,,,,,Orinda,CA,Contra Costa County,94563,US,TIGER/Line® dataset from the US Census Bureau
Dylan,Woodhead,Water Polo,"San Rafael , California",37.970948,-122.504286,1,place,,,,,San Rafael,CA,Marin County,94901,US,TIGER/Line® dataset from the US Census Bureau
Hannes,Daube,Water Polo,"Long Beach, California",33.756024,-118.201101,1,place,,,,,Long Beach,CA,Los Angeles County,90802,US,TIGER/Line® dataset from the US Census Bureau
Johnny ,Hooper,Water Polo,"Los Angeles, California",33.973951,-118.248405,1,place,,,,,Los Angeles,CA,Los Angeles County,90001,US,TIGER/Line® dataset from the US Census Bureau
Luca,Cupido,Water Polo,"Los Angeles, California",33.973951,-118.248405,1,place,,,,,Los Angeles,CA,Los Angeles County,90001,US,TIGER/Line® dataset from the US Census Bureau
Marko,Vavic,Water Polo,"Los Angeles, California",33.973951,-118.248405,1,place,,,,,Los Angeles,CA,Los Angeles County,90001,US,TIGER/Line® dataset from the US Census Bureau
Max,Irving,Water Polo,"Long Beach, California",33.756024,-118.201101,1,place,,,,,Long Beach,CA,Los Angeles County,90802,US,TIGER/Line® dataset from the US Census Bureau
Ryder,Dodd,Water Polo,"Long Beach, California",33.756024,-118.201101,1,place,,,,,Long Beach,CA,Los Angeles County,90802,US,TIGER/Line® dataset from the US Census Bureau
Hampton  ,Morris ,Weightlifting ,"Marietta , Georgia ",33.912473,-84.557181,1,place,,,,,Marietta,GA,Cobb County,30007,US,TIGER/Line® dataset from the US Census Bureau
Wes ,Kitts,Weightlifting ,"Sacramento , California ",38.377411,-121.444429,1,place,,,,,Sacramento,CA,Sacramento County,94240,US,TIGER/Line® dataset from the US Census Bureau
Jourdan,Delacruz,Weightlifting,"Lawrenceville, Georgia",34.00309,-84.012608,1,place,,,,,Lawrenceville,GA,Gwinnett County,30043,US,TIGER/Line® dataset from the US Census Bureau
Mary ,Theisen-Lappen,Weightlifting ,"Bloomington , Indiana ",39.07881,-86.435094,1,place,,,,,Bloomington,IN,Monroe County,47401,US,TIGER/Line® dataset from the US Census Bureau
Olivia ,Reeves,Weightlifting ,"Chattanooga, Tennessee",35.017818,-85.206426,1,place,,,,,Chattanooga,TN,Hamilton County,37401,US,TIGER/Line® dataset from the US Census Bureau
Amit,Elor,Wrestling,"Walnut Creek , California",37.873343,-122.070625,1,place,,,,,Walnut Creek,CA,Contra Costa County,94595,US,TIGER/Line® dataset from the US Census Bureau
Dom,Parrish,Wrestling,"Tempe, Arizona",33.401395,-111.931298,1,place,,,,,Tempe,AZ,Maricopa County,85280,US,TIGER/Line® dataset from the US Census Bureau
Kayla,Miracle,Wrestling,"Tempe, Arizona",33.401395,-111.931298,1,place,,,,,Tempe,AZ,Maricopa County,85280,US,TIGER/Line® dataset from the US Census Bureau
Sarah,Hildebrandt,Wrestling,"Colorado Springs, Colorado",38.828893,-104.809929,1,place,,,,,Colorado Springs,CO,El Paso County,80903,US,TIGER/Line® dataset from the US Census Bureau
Kyle ,Snyder ,Wrestling ,"Mechanicsburg , Pennsylvania ",40.182917,-77.004599,1,place,,,,,Mechanicsburg,PA,Cumberland County,17055,US,TIGER/Line® dataset from the US Census Bureau
Zain,Retherford,Wrestling,"State College, Pennsylvania ",40.77893,-77.841359,1,place,,,,,State College,PA,Centre County,16801,US,TIGER/Line® dataset from the US Census Bureau
Colin,Duffy,Sport Climbing,"Broomfied, Colorado",38.993867,-105.508319,1,state,,,,,,CO,,,US,TIGER/Line® dataset from the US Census Bureau
Anna,Peplowski,Swimming,"Indiana, ",39.903026,-86.28395,1,state,,,,,,IN,,,US,TIGER/Line® dataset from the US Census Bureau
